C1	STARTS	ENDS	C2	CHR	STRAND	EXONTYPE	GID	GNAME	GBIOTYPE	EXMINL	EXMAXL	MINDISTC1START	MINDISTENDC2	EXON_ID	TOTALN_EXONS
22328058	22328134	22328179	22328600	chr10	+	intr_vts	ENSG00000168283	bmi1	protein_coding	46	46	75	420	7	10
22328671+22328698	22329048	22329128	22329213	chr10	+	slst_vts	ENSG00000168283	bmi1	protein_coding	81	81	349	84	8	10
22328179	22328600	22328698	22329048	chr10	+	intr_vts	ENSG00000168283	bmi1	protein_coding	99	99	420	349	9	10
22326986	22327595	22327650	22327742	chr10	+	intr_vts	ENSG00000168283	bmi1	protein_coding	56	56	608	91	10	10
71104837	71105592	71105629	71106000	chrX	-	vts	ENSG00000204165	cxorf65	protein_coding	38	38	754	370	7	7
NA	71103889	71104112	71104298	chrX	-	lst	ENSG00000204165	cxorf65	protein_coding	224	224	71103888	185	6	7
71104837+71105629	71106000	71106137	71106340+71106359	chrX	-	intr_vts	ENSG00000204165	cxorf65	protein_coding	138	138	370	202	5	7
71106137	71106340+71106359+71106364	71106426	71106532	chrX	-	sfrst_vts	ENSG00000204165	cxorf65	protein_coding	63	87	202	105	4	7
71104112	71104298	71104404	71104769	chrX	-	slst_vts	ENSG00000204165	cxorf65	protein_coding	107	107	185	364	3	7
71106426	71106532	71106788	NA	chrX	-	frst	ENSG00000204165	cxorf65	protein_coding	257	257	105	-71106789	2	7
71104404	71104769	71104837	71105592+71106000	chrX	-	intr_vts	ENSG00000204165	cxorf65	protein_coding	69	69	364	754	1	7
38789704	38790689	38790890	38791580	chr19	+	slst	ENSG00000178934	lgals7b	protein_coding	202	202	984	689	1	4
38789232	38789616	38789704	38790689	chr19	+	sfrst	ENSG00000178934	lgals7b	protein_coding	89	89	383	984	2	4
NA	38789211	38789232	38789616	chr19	+	frst	ENSG00000178934	lgals7b	protein_coding	22	22	38789210	383	3	4
38790890	38791580	38791749	NA	chr19	+	lst	ENSG00000178934	lgals7b	protein_coding	170	170	689	-38791750	4	4
NA	84905625	84905718	84906003	chr2	+	frst	ENSG00000034510	tmsb10	protein_coding	94	94	84905624	284	1	3
84906117	84906389	84906675	NA	chr2	+	lst	ENSG00000034510	tmsb10	protein_coding	287	287	271	-84906676	2	3
84905718	84906003	84906117	84906389	chr2	+	sfrst_slst_vts	ENSG00000034510	tmsb10	protein_coding	115	115	284	271	3	3
1013576	1013984	1014540	NA	chr1	+	lst	ENSG00000187608	isg15	protein_coding	557	557	407	-1014541	1	4
1001281	1002207	1002302	1008194	chr1	+	vts	ENSG00000187608	isg15	protein_coding	96	96	925	5891	2	4
NA	1013423	1013576	1013984	chr1	+	frst	ENSG00000187608	isg15	protein_coding	154	154	1013422	407	3	4
1001281+1002302	1008194	1008279	1013423+1013984	chr1	+	vts	ENSG00000187608	isg15	protein_coding	86	86	5891	5143	4	4
69778529	69779182	69779360	69786097	chr14	-	intr_vts	ENSG00000100652	slc10a1	protein_coding	179	179	652	6736	5	5
69776388	69778333	69778529	69779182	chr14	-	slst_vts	ENSG00000100652	slc10a1	protein_coding	197	197	1944	652	4	5
69786307	69796800	69797289	NA	chr14	-	frst	ENSG00000100652	slc10a1	protein_coding	490	490	10492	-69797290	3	5
69779360	69786097	69786307	69796800	chr14	-	sfrst_vts	ENSG00000100652	slc10a1	protein_coding	211	211	6736	10492	2	5
NA	69775417	69776388	69778333	chr14	-	lst	ENSG00000100652	slc10a1	protein_coding	972	972	69775416	1944	1	5
28612084	28613078	28613146	28613262	chr17	-	intr	ENSG00000258472	rp11-192h23.4	protein_coding	69	69	993	115	8	8
28456109	28604051	28605215	28611768	chr17	-	slst	ENSG00000258472	rp11-192h23.4	protein_coding	1165	1165	147941	6552	7	8
28613146	28613262	28613345	28613440	chr17	-	intr	ENSG00000258472	rp11-192h23.4	protein_coding	84	84	115	94	6	8
28605215	28611768	28611795	28612044	chr17	-	intr	ENSG00000258472	rp11-192h23.4	protein_coding	28	28	6552	248	5	8
28613688	28614087	28614183	NA	chr17	-	frst	ENSG00000258472	rp11-192h23.4	protein_coding	97	97	398	-28614184	4	8
NA	28455752	28456109	28604051	chr17	-	lst	ENSG00000258472	rp11-192h23.4	protein_coding	358	358	28455751	147941	3	8
28611795	28612044	28612084	28613078	chr17	-	intr	ENSG00000258472	rp11-192h23.4	protein_coding	41	41	248	993	2	8
28613345	28613440	28613688	28614087	chr17	-	sfrst	ENSG00000258472	rp11-192h23.4	protein_coding	249	249	94	398	1	8
66346240	66346490	66347692	NA	chr11	-	frst	ENSG00000174684	b4gat1	protein_coding	1203	1203	249	-66347693	2	2
NA	66345372	66346240	66346490	chr11	-	lst	ENSG00000174684	b4gat1	protein_coding	869	869	66345371	249	1	2
30199327+30199903	30200725+30200729	30200876	30200981	chr16	+	frst_sfrst	ENSG00000261052	sult1a3	protein_coding	148	152	821	104	1	9
30201106	30201196	30201293	30202690	chr16	+	intr	ENSG00000261052	sult1a3	protein_coding	98	98	89	1396	2	9
30203006	30203487+30203505	30203685	30203808	chr16	+	slst	ENSG00000261052	sult1a3	protein_coding	181	199	480	122	3	9
NA	30199231	30199327	30199860+30200725	chr16	+	frst	ENSG00000261052	sult1a3	protein_coding	97	97	30199230	532	4	9
NA	30199860	30199903	30200725	chr16	+	frst	ENSG00000261052	sult1a3	protein_coding	44	44	30199859	821	5	9
30201293	30202690	30202816	30202912	chr16	+	intr	ENSG00000261052	sult1a3	protein_coding	127	127	1396	95	6	9
30202816	30202912	30203006	30203487+30203505	chr16	+	intr	ENSG00000261052	sult1a3	protein_coding	95	95	95	480	7	9
30200876	30200981	30201106	30201196	chr16	+	sfrst_intr	ENSG00000261052	sult1a3	protein_coding	126	126	104	89	8	9
30203685	30203808	30203920+30204028+30204310	NA	chr16	+	lst	ENSG00000261052	sult1a3	protein_coding	113	503	122	-30204311	9	9
28902701	28902818	28903071	NA	chr17	-	frst	ENSG00000167536	dhrs13	protein_coding	254	254	116	-28903072	5	5
28901616+28902126	28902583	28902701	28902818	chr17	-	sfrst_vts	ENSG00000167536	dhrs13	protein_coding	119	119	456	116	4	5
28898892	28900990+28901112	28901301	28901493	chr17	-	slst_lst_vts	ENSG00000167536	dhrs13	protein_coding	190	312	2097	191	3	5
NA	28897781	28898892	28900990	chr17	-	lst	ENSG00000167536	dhrs13	protein_coding	1112	1112	28897780	2097	2	5
28901301	28901493	28901616+28902126	28902583	chr17	-	frst_sfrst_intr_vts	ENSG00000167536	dhrs13	protein_coding	124	634	191	456	1	5
NA	121987323+121987909+121988330+121988346	121988408	121993149+121993150	chr3	-	lst	ENSG00000145103	ildr1	protein_coding	63	1086	121987322	4740	9	9
122007161+122007301	122022020	122022122+122022183+122022198+122022204	NA	chr3	-	frst	ENSG00000145103	ildr1	protein_coding	103	185	14718	-122022205	8	9
121993951+121993970	121994182	121994313	122001308+122001745+122005244	chr3	-	intr_slst_vts	ENSG00000145103	ildr1	protein_coding	132	132	211	6994	7	9
121993951+121993970+121994313+122001454	122001745	122001864	122005244	chr3	-	intr_vts	ENSG00000145103	ildr1	protein_coding	120	120	290	3379	6	9
122005393+122005871	122006991	122007161+122007301	122022020	chr3	-	frst_sfrst_vts	ENSG00000145103	ildr1	protein_coding	171	311	1119	14718	5	9
121993951+121993970+121994313	122001308	122001454	122001745+122005244	chr3	-	intr_vts	ENSG00000145103	ildr1	protein_coding	147	147	6994	290	4	9
122005393	122005774	122005871	122006991	chr3	-	vts	ENSG00000145103	ildr1	protein_coding	98	98	380	1119	3	9
121988408	121993149+121993150	121993951+121993970	121994182+122001308	chr3	-	slst_lst_vts	ENSG00000145103	ildr1	protein_coding	802	822	4741	211	2	9
121994313+122001454+122001864	122005244	122005393	122005774+122006991	chr3	-	sfrst_intr_vts	ENSG00000145103	ildr1	protein_coding	150	150	3379	380	1	9
3025823	3025924	3025988	3026045+3026063	chr16	+	intr_vts	ENSG00000131652	thoc6	protein_coding	65	65	100	56	1	14
NA	3024041	3024086	3024193	chr16	+	frst	ENSG00000131652	thoc6	protein_coding	46	46	3024040	106	2	14
3025961+3025988	3026045+3026063	3026166	3026251	chr16	+	intr_vts	ENSG00000131652	thoc6	protein_coding	104	122	56	84	3	14
3026413+3026515	3026516	3026550+3026587	3026679	chr16	+	intr_lst_vts	ENSG00000131652	thoc6	protein_coding	35	72	0	91	4	14
3024365	3025708+3025712	3025823	3025924	chr16	+	sfrst_intr_vts	ENSG00000131652	thoc6	protein_coding	112	116	1342	100	5	14
3024086	3024193	3024264+3024365	3025708+3025712	chr16	+	sfrst_vts	ENSG00000131652	thoc6	protein_coding	72	173	106	1342	6	14
3027500	3027577	3027754+3027755	NA	chr16	+	lst	ENSG00000131652	thoc6	protein_coding	178	179	76	-3027756	7	14
3026166	3026251	3026288	3026365	chr16	+	intr_vts	ENSG00000131652	thoc6	protein_coding	38	38	84	76	8	14
3026916	3027011	3027073	3027170	chr16	+	intr_vts	ENSG00000131652	thoc6	protein_coding	63	63	94	96	9	14
3027280	3027366	3027500	3027577	chr16	+	slst_vts	ENSG00000131652	thoc6	protein_coding	135	135	85	76	10	14
3027073	3027170+3027254	3027280	3027366	chr16	+	intr_vts	ENSG00000131652	thoc6	protein_coding	27	111	96	85	11	14
3026587	3026679	3026781	3026867	chr16	+	intr_vts	ENSG00000131652	thoc6	protein_coding	103	103	91	85	12	14
3026781	3026867	3026916	3027011	chr16	+	intr_vts	ENSG00000131652	thoc6	protein_coding	50	50	85	94	13	14
3026288	3026365	3026413	3026516	chr16	+	intr_slst_vts	ENSG00000131652	thoc6	protein_coding	49	49	76	102	14	14
35749408+35749702	35749737	35749871	35750243	chr9	+	sfrst_vts	ENSG00000107185	rgp1	protein_coding	135	135	34	371	1	9
35749871	35750243	35750379	35750658	chr9	+	intr_vts	ENSG00000107185	rgp1	protein_coding	137	137	371	278	2	9
35750741	35750840	35750989	35751237+35751266	chr9	+	intr_vts	ENSG00000107185	rgp1	protein_coding	150	150	98	247	3	9
35750989	35751266	35751337+35751412	35751627	chr9	+	intr_vts	ENSG00000107185	rgp1	protein_coding	72	147	276	214	4	9
35752145	35752651+35753669	35753737+35758575	NA	chr9	+	lst_vts	ENSG00000107185	rgp1	protein_coding	69	5925	505	-35758576	5	9
35751412	35751627	35751754	35751956	chr9	+	intr_vts	ENSG00000107185	rgp1	protein_coding	128	128	214	201	6	9
35750379	35750658	35750741	35750840	chr9	+	intr_vts	ENSG00000107185	rgp1	protein_coding	84	84	278	98	7	9
NA	35749287	35749408	35749737	chr9	+	frst	ENSG00000107185	rgp1	protein_coding	122	122	35749286	328	8	9
35751754	35751956+35752117	35752145	35752651	chr9	+	slst_vts	ENSG00000107185	rgp1	protein_coding	29	190	201	505	9	9
184383163	184383312	184383418	184383523	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	107	107	148	104	1	24
184388033	184388587	184388741	184388893	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	155	155	553	151	2	24
184381364	184381496	184381624	184381716	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	129	129	131	91	3	24
184382015+184382020	184382145+184382389+184382486	184382530	184382634+184382856+184382867+184382878+184382885	chr3	+	frst_intr_slst_vts	ENSG00000090539	chrd	protein_coding	45	386	124	103	4	24
184383418	184383523	184383642	184384537+184384591	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	120	120	104	894	5	24
184388741	184388893+184388897	184388995	184389367+184389370	chr3	+	slst_vts	ENSG00000090539	chrd	protein_coding	99	103	151	371	6	24
184386755	184386845	184386938	184387051	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	94	94	89	112	7	24
184384693	184385018	184385238	184386046	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	221	221	324	807	8	24
184380795	184381076+184381080	184381130	184381232+184381235	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	51	55	280	101	9	24
184380466	184380692	184380795	184381076+184381080+184381232+184381235	chr3	+	sfrst_vts	ENSG00000090539	chrd	protein_coding	104	104	225	280	10	24
184388995	184389367+184389370	184389829	NA	chr3	+	lst	ENSG00000090539	chrd	protein_coding	460	463	371	-184389830	11	24
184387412+184387477	184387931	184388033	184388587	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	103	103	453	553	12	24
184386159	184386492	184386755	184386845	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	264	264	332	89	13	24
184385238	184386046	184386159	184386492	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	114	114	807	332	14	24
184381815	184381933	184382020	184382145+184382389	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	88	88	117	124	15	24
184382015+184382020+184382530	184382634	184382747+184382774	184382856+184382867+184382878+184382885	chr3	+	intr_lst_vts	ENSG00000090539	chrd	protein_coding	114	141	103	81	16	24
184382774	184382856+184382867+184382878+184382885	184382938	184383016	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	54	83	81	77	17	24
NA	184380073+184380207	184380466	184380692	chr3	+	frst	ENSG00000090539	chrd	protein_coding	260	394	184380072	225	18	24
184387107	184387374	184387477	184387931	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	104	104	266	453	19	24
184386938	184387051	184387107	184387374	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	57	57	112	266	20	24
184382938	184383016	184383163	184383312	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	148	148	77	148	21	24
184383642	184384537+184384591	184384693	184385018	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	103	157	894	324	22	24
184381624	184381716	184381815	184381933	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	100	100	91	117	23	24
184380795+184381130	184381235	184381364	184381496	chr3	+	intr_vts	ENSG00000090539	chrd	protein_coding	130	130	104	131	24	24
81813676	81814029	81814157	NA	chr6	-	frst	ENSG00000224995	linc01526	lincRNA	129	129	352	-81814158	2	2
NA	81813286	81813676	81814029	chr6	-	lst	ENSG00000224995	linc01526	lincRNA	391	391	81813285	352	1	2
112234897+112251103	112252678	112252788	112262435	chr9	-	intr_vts	ENSG00000119314	ptbp3	protein_coding	111	111	1574	9646	17	17
112228472	112231380	112231413	112232099	chr9	-	intr_vts	ENSG00000119314	ptbp3	protein_coding	34	34	2907	685	16	17
112252788	112262435	112262599	112268049	chr9	-	intr_vts	ENSG00000119314	ptbp3	protein_coding	165	165	9646	5449	15	17
112262599	112268049	112268195	112275844	chr9	-	intr_vts	ENSG00000119314	ptbp3	protein_coding	147	147	5449	7648	14	17
112276013	112291570	112291602	112297832+112297841	chr9	-	vts	ENSG00000119314	ptbp3	protein_coding	33	33	15556	6229	13	17
112231413	112232099	112232238	112234820	chr9	-	intr_vts	ENSG00000119314	ptbp3	protein_coding	140	140	685	2581	12	17
112224210	112227411	112227627	112228380	chr9	-	intr_vts	ENSG00000119314	ptbp3	protein_coding	217	217	3200	752	11	17
112231413+112232238	112234820	112234897	112250929	chr9	-	intr_vts	ENSG00000119314	ptbp3	protein_coding	78	78	2581	16031	10	17
112268195	112275844	112276013	112291570+112297832+112297841	chr9	-	intr_vts	ENSG00000119314	ptbp3	protein_coding	170	170	7648	15556	9	17
112297916+112330474	112332784	112333026	NA	chr9	-	frst	ENSG00000119314	ptbp3	protein_coding	243	243	2309	-112333027	8	17
112276013+112291602	112297832+112297841	112297916	112330441+112332784+112333103+112333470	chr9	-	sfrst_intr_vts	ENSG00000119314	ptbp3	protein_coding	76	85	6229	32524	7	17
112227627	112228380	112228472	112231380	chr9	-	intr_vts	ENSG00000119314	ptbp3	protein_coding	93	93	752	2907	6	17
112216077+112223983	112224133	112224210	112227411	chr9	-	slst_vts	ENSG00000119314	ptbp3	protein_coding	78	78	149	3200	5	17
NA	112217716	112223983	112224133	chr9	-	lst	ENSG00000119314	ptbp3	protein_coding	6268	6268	112217715	149	4	17
112330474+112333026	112333470	112333664	NA	chr9	-	frst	ENSG00000119314	ptbp3	protein_coding	195	195	443	-112333665	3	17
112234897	112250929	112251103	112252678	chr9	-	intr_vts	ENSG00000119314	ptbp3	protein_coding	175	175	16031	1574	2	17
112297916	112330441	112330474	112332784+112333103+112333470	chr9	-	sfrst_vts	ENSG00000119314	ptbp3	protein_coding	34	34	32524	2309	1	17
36413315	36415295	36415389	36415780+36416275	chr21	+	slst_vts	ENSG00000159259	chaf1b	protein_coding	95	95	1979	390	1	17
36402851	36408761	36408830	36409374+36409513+36411463	chr21	+	intr_vts	ENSG00000159259	chaf1b	protein_coding	70	70	5909	543	2	17
36399605	36402758	36402851	36408761	chr21	+	intr_vts	ENSG00000159259	chaf1b	protein_coding	94	94	3152	5909	3	17
36409465+36409558	36411463	36411604	36412762+36412884	chr21	+	intr_vts	ENSG00000159259	chaf1b	protein_coding	142	142	1904	1157	4	17
36415389	36415780	36415915	36416275	chr21	+	vts	ENSG00000159259	chaf1b	protein_coding	136	136	390	359	5	17
36415389+36415915	36416275	36419015	NA	chr21	+	lst	ENSG00000159259	chaf1b	protein_coding	2741	2741	359	-36419016	6	17
36397511	36399521	36399605	36402758	chr21	+	intr_vts	ENSG00000159259	chaf1b	protein_coding	85	85	2009	3152	7	17
36385451	36386060	36386262	36387248+36387598	chr21	+	sfrst	ENSG00000159259	chaf1b	protein_coding	203	203	608	985	8	17
36411604	36412762+36412884+36413131	36413315	36415295	chr21	+	intr_vts	ENSG00000159259	chaf1b	protein_coding	185	554	1157	1979	9	17
36408830	36409374	36409465	36409513+36411463	chr21	+	intr_vts	ENSG00000159259	chaf1b	protein_coding	92	92	543	47	10	17
NA	36385378	36385451	36386060	chr21	+	frst	ENSG00000159259	chaf1b	protein_coding	74	74	36385377	608	11	17
36387730	36391551	36391668	36394547	chr21	+	intr	ENSG00000159259	chaf1b	protein_coding	118	118	3820	2878	12	17
36394650	36397415	36397511	36399521	chr21	+	intr_vts	ENSG00000159259	chaf1b	protein_coding	97	97	2764	2009	13	17
36391668	36394547	36394650	36397415	chr21	+	intr	ENSG00000159259	chaf1b	protein_coding	104	104	2878	2764	14	17
36402851+36408830+36409465	36409513	36409558	36411463	chr21	+	vts	ENSG00000159259	chaf1b	protein_coding	46	46	47	1904	15	17
36386262	36387248	36387363	36387598	chr21	+	vts	ENSG00000159259	chaf1b	protein_coding	116	116	985	234	16	17
36386262+36387363	36387598	36387730	36391551	chr21	+	intr_vts	ENSG00000159259	chaf1b	protein_coding	133	133	234	3820	17	17
99512591+99516692	99519827	99519909	99520135+99520169+99520172+99525813	chr7	+	intr_vts	ENSG00000196652	zkscan5	protein_coding	83	83	3134	225	1	9
99519909+99520304	99525813	99526276+99526418+99526470	99531108+99531112	chr7	+	slst_vts	ENSG00000196652	zkscan5	protein_coding	464	658	5508	4637	2	9
99526418+99526470	99531108	99532679+99533784+99533822+99534700	NA	chr7	+	lst	ENSG00000196652	zkscan5	protein_coding	1572	3593	4637	-99534701	3	9
99512591	99516479	99516692	99519827	chr7	+	vts	ENSG00000196652	zkscan5	protein_coding	214	214	3887	3134	4	9
NA	99504950	99505160	99505254+99505940+99505943+99506005	chr7	+	frst	ENSG00000196652	zkscan5	protein_coding	211	211	99504949	93	5	9
99504733+99504838+99505160	99505254+99505940+99505943+99506005+99506015	99506458+99506520	99512453	chr7	+	frst_sfrst_vts	ENSG00000196652	zkscan5	protein_coding	444	1267	93	5932	6	9
99506458+99506520	99512453	99512591	99516479+99519827+99520135+99520169+99520172+99525813	chr7	+	sfrst_intr_vts	ENSG00000196652	zkscan5	protein_coding	139	139	5932	3887	7	9
NA	99504651+99504675	99504733	99504950+99505254+99505940+99505943+99506005	chr7	+	frst	ENSG00000196652	zkscan5	protein_coding	59	83	99504650	216	8	9
99519909	99520135+99520169+99520172	99520304	99525813	chr7	+	intr_vts	ENSG00000196652	zkscan5	protein_coding	133	170	225	5508	9	9
67651481	67653437	67653498	67656416	chr14	-	slst	ENSG00000100568	vti1b	protein_coding	62	62	1955	2917	7	7
67653498	67656416	67656589	67659731	chr14	-	intr	ENSG00000100568	vti1b	protein_coding	174	174	2917	3141	6	7
67662535+67663190	67674375	67674610+67674831	NA	chr14	-	frst	ENSG00000100568	vti1b	protein_coding	236	457	11184	-67674832	5	7
NA	67647075+67651264	67651481	67653437	chr14	-	lst	ENSG00000100568	vti1b	protein_coding	218	4407	67647074	1955	4	7
67656589	67659731	67659922	67662477	chr14	-	intr	ENSG00000100568	vti1b	protein_coding	192	192	3141	2554	3	7
67659922	67662477	67662535	67663029+67674375	chr14	-	sfrst_intr	ENSG00000100568	vti1b	protein_coding	59	59	2554	493	2	7
67662535	67663029	67663190	67674375	chr14	-	sfrst_vts	ENSG00000100568	vti1b	protein_coding	162	162	493	11184	1	7
63437560+63437949+63438170+63439290	63440727	63440866	NA	chr17	-	frst	ENSG00000008283	cyb561	protein_coding	140	140	1436	-63440867	9	9
NA	63432304+63433216+63434192+63434294	63434594+63434620	63435086	chr17	-	lst_vts	ENSG00000008283	cyb561	protein_coding	301	2317	63432303	465	8	9
63437560+63437949+63438170+63439290+63440866	63446245	63446378	NA	chr17	-	frst	ENSG00000008283	cyb561	protein_coding	134	134	5378	-63446379	7	9
63434594+63434620	63435086	63435226+63435243+63435573	63435688	chr17	-	slst_vts	ENSG00000008283	cyb561	protein_coding	141	488	465	114	6	9
63435243+63435573	63435688	63435791	63436054	chr17	-	intr_vts	ENSG00000008283	cyb561	protein_coding	104	104	114	262	5	9
63437560+63437949	63438023	63438170	NA	chr17	-	frst	ENSG00000008283	cyb561	protein_coding	148	148	73	-63438171	4	9
63436152	63437346	63437560+63437949	63438023+63439112+63440192+63440727+63446245	chr17	-	frst_sfrst_vts	ENSG00000008283	cyb561	protein_coding	215	604	1193	73	3	9
63437560+63437949+63438170	63439112	63439290	63440192	chr17	-	vts	ENSG00000008283	cyb561	protein_coding	179	179	941	901	2	9
63435791	63436054	63436152	63437346	chr17	-	sfrst_intr_vts	ENSG00000008283	cyb561	protein_coding	99	99	262	1193	1	9
48075100	48075529	48075604	48075989+48076001	chr17	-	vts	ENSG00000108468	cbx1	protein_coding	76	76	428	384	10	10
NA	48070052	48071579	48074829+48075006	chr17	-	lst	ENSG00000108468	cbx1	protein_coding	1528	1528	48070051	3249	9	10
48077038+48077041+48088307+48095839	48100755	48100852+48101198	48101268	chr17	-	frst_vts	ENSG00000108468	cbx1	protein_coding	98	444	4915	69	8	10
48077038+48077041	48088166	48088307	48095715+48100531+48100755+48101172+48101268	chr17	-	vts	ENSG00000108468	cbx1	protein_coding	142	142	11124	7407	7	10
48071579+48074834	48075006	48075100	48075529+48075989+48076001	chr17	-	slst	ENSG00000108468	cbx1	protein_coding	95	95	171	428	6	10
48071579	48074829	48074834	48075006	chr17	-	vts	ENSG00000108468	cbx1	protein_coding	6	6	3249	171	5	10
48077041+48088307+48095839+48100852+48101198	48101268	48101521	NA	chr17	-	frst	ENSG00000108468	cbx1	protein_coding	254	254	69	-48101522	4	10
48076178	48076865	48077041	48088166+48095715+48100531+48100755+48101172+48101268	chr17	-	sfrst	ENSG00000108468	cbx1	protein_coding	177	177	686	11124	3	10
48075100+48075604	48076001	48076178	48076865	chr17	-	intr	ENSG00000108468	cbx1	protein_coding	178	178	396	686	2	10
48077041+48088307	48095715	48095839	48100531	chr17	-	vts	ENSG00000108468	cbx1	protein_coding	125	125	7407	4691	1	10
155353340	155355071	155355160	155355716	chr4	-	intr_slst_vts	ENSG00000164114	map9	protein_coding	90	90	1730	555	15	15
155375021+155375870+155375914	155376771	155376885+155376970	NA	chr4	-	frst	ENSG00000164114	map9	protein_coding	115	200	856	-155376971	14	15
155347905+155349223	155352596	155352728	155352912	chr4	-	slst	ENSG00000164114	map9	protein_coding	133	133	3372	183	13	15
155360415+155361361	155362048	155362141	155368166+155368586	chr4	-	intr_vts	ENSG00000164114	map9	protein_coding	94	94	686	6024	12	15
155368809+155368812	155372821+155373136	155373456	155374937+155375776+155376376+155376559+155376771	chr4	-	intr_slst_vts	ENSG00000164114	map9	protein_coding	321	636	4008	1480	11	15
155368809+155368812+155373456	155374937	155375021	155375776+155376376+155376559+155376771	chr4	-	sfrst_intr_vts	ENSG00000164114	map9	protein_coding	85	85	1480	754	10	15
155362141	155368166+155368586	155368809+155368812	155372821+155373136	chr4	-	intr_lst_vts	ENSG00000164114	map9	protein_coding	224	647	6024	4008	9	15
155355884	155357449	155357519	155360168	chr4	-	intr_vts	ENSG00000164114	map9	protein_coding	71	71	1564	2648	8	15
155357519	155360168	155360415	155362048	chr4	-	intr_vts	ENSG00000164114	map9	protein_coding	248	248	2648	1632	7	15
155353057	155353179+155353253	155353340	155355071	chr4	-	intr_lst_vts	ENSG00000164114	map9	protein_coding	88	162	121	1730	6	15
155347905	155349080	155349223	155352596	chr4	-	vts	ENSG00000164114	map9	protein_coding	144	144	1174	3372	5	15
155352728	155352912	155353057	155353179	chr4	-	intr_vts	ENSG00000164114	map9	protein_coding	146	146	183	121	4	15
155355160	155355716	155355804+155355884	155357449	chr4	-	intr_vts	ENSG00000164114	map9	protein_coding	89	169	555	1564	3	15
155375021	155375776	155375870+155375914	155376376+155376559+155376771	chr4	-	sfrst_vts	ENSG00000164114	map9	protein_coding	95	139	754	461	2	15
NA	155342658	155347905	155349080+155352596	chr4	-	lst	ENSG00000164114	map9	protein_coding	5248	5248	155342657	1174	1	15
21132159	21136390	21136552	21141204+21144097+21145565+21161871	chr20	+	intr_vts	ENSG00000088970	kiz	protein_coding	163	163	4230	4651	1	22
21145654	21161871+21162083	21162507	21162850	chr20	+	frst_intr_vts	ENSG00000088970	kiz	protein_coding	425	637	16216	342	2	22
21215648+21223764	21226109	21226295	21229011	chr20	+	vts	ENSG00000088970	kiz	protein_coding	187	187	2344	2715	3	22
21132159+21136552+21141247+21144192+21144229	21145565	21145654	21161871	chr20	+	intr_vts	ENSG00000088970	kiz	protein_coding	90	90	1335	16216	4	22
21244288+21244441+21244520+21244764+21244798	21245925	21246039	21246479	chr20	+	vts	ENSG00000088970	kiz	protein_coding	115	115	1126	439	5	22
21136552+21141247	21144097	21144192+21144229	21145565	chr20	+	vts	ENSG00000088970	kiz	protein_coding	96	133	2849	1335	6	22
21229115+21230997	21232734	21232830	21244245	chr20	+	intr_vts	ENSG00000088970	kiz	protein_coding	97	97	1736	11414	7	22
21162507	21162850	21163159	21205491	chr20	+	sfrst_intr_vts	ENSG00000088970	kiz	protein_coding	310	310	342	42331	8	22
21215648	21223384	21223764	21226109+21229011	chr20	+	vts	ENSG00000088970	kiz	protein_coding	381	381	7735	2344	9	22
21214700	21215583	21215648	21223384+21226109+21229011	chr20	+	intr_vts	ENSG00000088970	kiz	protein_coding	66	66	882	7735	10	22
21126204+21131957	21132097	21132159	21136390+21141204+21144097+21145565+21161871	chr20	+	sfrst_vts	ENSG00000088970	kiz	protein_coding	63	63	139	4230	11	22
21215648+21223764+21226295	21229011	21229115	21230843+21232734	chr20	+	intr_vts	ENSG00000088970	kiz	protein_coding	105	105	2715	1727	12	22
21136552	21141204	21141247	21144097+21145565	chr20	+	vts	ENSG00000088970	kiz	protein_coding	44	44	4651	2849	13	22
21163159	21205491	21205530+21205584	21214535	chr20	+	intr_vts	ENSG00000088970	kiz	protein_coding	40	94	42331	8950	14	22
NA	21126007+21126054	21126204	21131864+21132097	chr20	+	frst	ENSG00000088970	kiz	protein_coding	151	198	21126006	5659	15	22
21205530+21205584	21214535	21214700	21215583+21223384+21226109+21229011	chr20	+	intr_vts	ENSG00000088970	kiz	protein_coding	166	166	8950	882	16	22
21244441+21244520	21244620+21244647	21244764+21244798	21245925+21246479	chr20	+	vts	ENSG00000088970	kiz	protein_coding	118	179	99	1126	17	22
21244288	21244380	21244441+21244520	21244620+21244647+21245925+21246479	chr20	+	vts	ENSG00000088970	kiz	protein_coding	62	141	91	99	18	22
